id,x_pos,y_pos,theta,colour
0,0.1890829007606715,-0.07103068100151827,0.9743142440069245,red
1,0.040257136411746525,-0.010517700943062536,1.1084452939206044,red
2,0.08944577439389725,-0.10324508391294512,0.8150099615942613,red
3,0.08425182543082996,0.07551465872418378,0.560349336763785,red
4,0.15651891078583172,0.026758012812144016,0.5391486906916255,red
5,0.1213324367643189,-0.060551315023639696,0.8699710270283386,red
6,0.122458587825679,0.09321913205190846,0.43245935769882576,red
7,-0.020693933377831625,-0.003549432083965798,0.9010254664560426,red
8,0.1702434728353198,5.154192631368071e-05,0.40385051027690644,red
9,0.020985736771492375,0.036212788443842625,0.7550380672654672,red
10,-0.12343182062663839,0.06722380495655317,0.6579742232380952,red
11,0.09771458549810427,0.027562159048386936,0.7864332957148201,red
12,-0.041367495491821865,0.036708514529808,1.1058209771609955,red
13,-0.046656989616692984,-0.07577496039768467,0.6132037592058556,red
14,-0.07447672343766717,-0.05549383445246364,0.9381717552015432,red
15,-0.03556262193312737,-0.027946066326205332,0.879682585782187,red
16,0.18933917432228478,0.05460165609030826,0.44318599713725393,red
17,-0.12889187171076158,0.02246393138102748,0.9996919979282799,red
18,0.06072297348256936,0.1157430976101802,0.48113706878033047,red
19,0.17192555847270477,0.041364874400065366,1.0411870168632311,red
20,0.18889010348836807,-0.007190767693128763,1.0363085696869585,red
21,0.16936271587914256,0.061451607454490464,0.5939756677942396,red
22,-0.012767099888453065,-0.04637485393941326,0.7216927736126494,red
23,0.11198998601276591,-0.016900673559176904,0.453792129554173,red
24,0.052293336475856295,0.10971997970277231,0.9153177759799447,red
25,0.0851711443486464,0.04373050073682183,0.435566920638246,red
26,0.13219297268630734,0.01710555166576705,0.7854836921672976,red
27,0.18287478003823313,0.015910841583119728,0.6213395669977628,red
28,-0.0588588038556285,0.07719529354899735,0.7208167060894135,red
29,0.08408690899279794,0.030491707087754616,0.7477540761358965,red
30,-0.0887192888905187,0.03517838701081316,0.5303177742429395,red
31,0.08728914535326657,-0.10040158544901773,0.8321019914915195,red
32,0.01983342273590913,0.024516854288885503,0.8692516399211672,red
33,-0.04488115891371475,0.09237889255189824,1.1276123513698475,red
34,0.04161315120785822,0.12074182861756222,0.904530418862223,red
35,0.040940560131925735,-0.052365744524832725,0.7418986290276213,red
36,0.05488312205213172,0.10963344980204343,0.4385274345772021,red
37,-0.06044148992268969,-0.08269010778932034,0.8809613154576259,red
38,-0.04751767515645214,-0.08483211826164366,0.7809710772311148,red
39,0.18464552979569895,0.00032361260528207536,0.5289171013569335,red
40,-0.0448975690230676,0.11932995421232162,0.4753351740689037,red
41,-0.07056524358811755,-0.08401046347675595,0.5300291348214249,red
42,0.1609337621046452,-0.06732702667088525,0.4942665032858382,red
43,-0.10424017549538071,-0.09998328414164687,0.8780371439457746,red
44,-0.05195002195047688,-0.09361590672566816,1.0359635061257895,red
45,0.09324107493114522,-0.06823221239579952,0.6460676842361689,red
46,-0.08643243957701416,0.05394331554774762,0.7741030057450371,red
47,0.18552435010632698,0.008597558081934187,0.5546164127472573,red
48,0.12288361303049664,-0.01163991735306158,0.5239257513134705,red
49,0.18878046438605786,0.08121330081760403,0.7319473000939697,red
50,-0.05840189709896562,0.10727556055283849,0.8596920639636998,red
51,0.13890083983976756,-0.04691524642600525,0.8857215686224189,red
52,0.053496451954559404,0.08013352434220056,0.48871877453183016,red
53,0.037652234699653814,0.05861983367379586,0.47361601890925376,red
54,0.03068248647090152,0.06626666625524102,0.8853589106531068,red
55,0.07429241866003758,0.10980939267352341,0.5276121172586465,red
56,0.04144991976256415,-0.05739903984697908,0.7367180488830394,red
57,0.18783593283233904,-0.050878112815043786,0.8828616609023929,red
58,0.1417141192781123,-0.0486128085107686,0.7617944028665311,red
59,0.05566137847799904,0.07242783403143788,0.5101918131620452,red
60,-0.10607789931977889,-0.0503219870095894,0.8504578315087903,red
61,0.14454150305812077,0.00033700790110419154,1.007846485049018,red
62,0.001195532881601763,-0.019235745814547067,1.0119868867698756,red
63,-0.01634702022789833,0.04729289086248095,0.812799355195567,red
64,-0.05848618189673174,-0.05371703537167699,1.1611735533894567,red
65,0.14935107456939925,0.11315870135361306,0.5755238140714364,red
66,0.020476704474378743,0.02051865601425329,1.1848541088618085,red
67,0.1546580513517504,0.0031300852439013482,1.1333147198174958,red
68,0.09581900160422238,-0.04009375643700408,0.5277384528667852,red
69,-0.08420513451343059,0.0953906185360755,1.10262338728923,red
70,0.09871417847205974,-0.09976133191949627,0.8961569111618441,red
71,-0.03235640052443564,0.04700058854724798,0.5004991357310624,red
72,-0.08275691046580713,-0.044392128567349254,0.947501983895824,red
73,0.08578443190208071,0.0468647273997827,0.5536276155727244,red
74,-0.10854664739799269,-0.053999629154653894,0.7430692874154929,red
75,0.16758021530306552,0.05842818530256971,0.41432240444522456,red
76,0.08196319230567298,0.11930591162790855,0.9102404212089603,red
77,-0.032721933854569535,-0.005456958468604334,0.9527771681284488,red
78,-0.11148398497828726,-0.0814833710572232,0.5596427934163629,red
79,-0.004351256900776229,0.11827164359235798,0.9533959017586642,red
80,0.17894128054278038,-0.07860847018066558,0.5168270567414218,red
81,0.03283724802938312,0.10482322192038818,0.6236706702322758,red
82,-0.11113918337157938,0.1083387061380004,1.1148770093117255,red
83,-0.10978922341393964,-0.06327964503513711,1.0764895367135217,red
84,0.15606663315746674,-0.029710014651617545,0.5110566166099371,red
85,0.06373554407986856,0.08141593392450752,1.104089409045951,red
86,-0.06503039996831847,-0.005999842668023725,0.5509254723072098,red
87,-0.10013561463203344,-0.012645009637638815,0.7528706381612198,red
88,-0.12395246986298902,0.08956864339080367,0.5573893826706898,red
89,-0.11128078818450035,0.06963823498535415,0.9481486131778966,red
90,0.1761049556642972,-0.05760774965823484,1.1557773783065148,red
91,-0.055387806519203664,-0.10144807797506655,0.6660674614289365,red
92,0.16796107836081328,-0.0035040718687746053,0.7088274343354533,red
93,-0.08633088384951984,-0.02078607519762754,0.5071752325564016,red
94,-0.10215009825449646,0.031660585033185196,0.6107977134911604,red
95,0.15269877104486687,0.07978882404449272,1.032297590766182,red
96,-0.02533919295545098,-0.029596356881290253,0.8090981074841106,red
97,-0.05147730707524495,0.0899228025192787,0.7219502903897157,red
98,-0.056919211413794996,0.07571072208184187,0.4714823070088028,red
99,0.1493804619851334,0.08163961027773953,0.62632124759138,red
100,0.04217050142668413,0.12095185364423566,1.1051066267334788,red
101,0.1054574995906852,0.015579716204812799,0.9085755870489548,red
102,-0.062158758126533736,-0.054891152769081464,1.0323064413659884,red
103,0.047478524799276084,0.06365555471099521,0.43123298780155256,red
104,-0.11299963135424165,-0.015424139509143509,0.6413507940994585,red
105,0.05299898747187495,-0.014800803330160706,1.0287851372321293,red
106,-0.012459529167541478,0.12675855932504348,0.9785027804550894,red
107,0.06277644281859088,0.10002001513072117,0.8949786133526672,red
108,0.12709765325418945,-0.09649852806333753,1.1184467011651333,red
109,0.0854976131363964,-0.05922675536601868,1.0482183721399658,red
110,-0.024542621786676988,0.015552938547384376,0.6456560117513289,red
111,-0.09929921356562844,-0.012664394972486115,0.7925275066084829,red
112,-0.0744021286608055,-0.10131822074675828,0.7664636297500532,red
113,-0.03912135725450916,-0.0651974815768202,0.8551080045020127,red
114,0.17948656507796376,-0.006645114411656217,0.6819657993265575,red
115,0.07042245416894335,-0.06217684476757496,0.6466647620722129,red
116,-0.13531800500238073,0.04594671267780942,0.48046398499452714,red
117,0.10767715589523244,-0.06759758143771849,0.9904168676751061,red
118,0.16355835446592845,0.015492512317994589,0.8949272999401185,red
119,0.09908702266755656,-0.015554115096573506,0.4748855740363229,red
120,0.005143011976230877,0.044098084141020844,0.4787137878112862,red
121,0.12604557404814873,-0.007822446551001894,0.8020482395014639,red
122,0.10411961178622556,0.032410558581299986,1.0687945149443414,red
123,0.10189900463774612,0.11809601643956147,0.5810256355468855,red
124,-0.03273761720641266,0.07843877904529972,0.7916808044162291,red
125,-0.006280129806356033,0.12420739669822928,0.48653419688738747,red
126,-0.017868156557121345,0.12388274326122023,1.1545252284405159,red
127,0.06562861594144673,-0.055384797097878746,1.1580870948329385,red
128,0.14522791143971012,-0.013847962364360755,0.7515001143741991,red
129,0.007838332482013738,-0.05404037256132971,0.6005087577771928,red
130,-0.08313085031489917,0.12523987128206743,1.135280039473364,red
131,-0.11590995263535164,-0.00484039861802843,0.9306198059950025,red
132,-0.09464315590609654,-0.03735027804529917,0.9174789547773965,red
133,-0.10937929788099365,0.049199752002977715,1.073649234731473,red
134,0.18263944976693144,-0.08562645197713464,0.4665273471923759,red
135,-0.058688544178828045,0.0729541572812164,0.7055298121674765,red
136,0.05808487923106512,-0.10230663862183681,0.788727135758085,red
137,0.1354527903436266,-0.0911395231518542,0.5376152368036804,red
138,0.0669045842113509,-0.008243977934886404,0.959965390691426,red
139,-0.0609218583845145,-0.036780246200565414,0.6993921228316978,red
140,0.07284150990009433,0.09104323791096841,1.1711941320446835,red
141,-0.09762015236909832,-0.08168155737744293,1.1871429765284458,red
142,-0.10704178578540285,0.06915974850149614,0.8808156481104813,red
143,0.046688176120043695,0.054213566778449185,1.0844837729957497,red
144,0.09293644363867723,-0.07231386058646422,0.5869117477391348,red
145,0.007660628819478182,0.07370752124108931,0.725222945368517,red
146,0.16292232692255074,-0.07565579830864616,0.6970098836035687,red
147,0.08780651490845989,0.011712648128330061,1.1576694462535697,red
148,0.0546990868771621,-0.005664321719748233,0.4361635256253729,red
149,0.15316276198145953,-0.05415178650095226,0.9407360281573331,red
150,0.02400163878889275,-0.08604135931878948,0.7115157262570213,red
151,0.045747066415886745,0.06030704601898684,0.9278819689306165,red
152,0.181584385569704,0.021680947878180812,0.6311319569416889,red
153,-0.030026859292535873,-0.03684299581402878,0.641752290684247,red
154,-0.0630100003028011,0.08417156846230728,1.1625351002261457,red
155,-0.051051814748785534,0.03232992044140626,0.4085160866937012,red
156,-0.05303895715251419,0.10615121486079476,1.096586956213717,red
157,-0.04753964544390488,0.05421354183929922,0.7785124176194527,red
158,0.11147447606633873,-0.06798006312402821,0.8235889955911054,red
159,-0.047278609709048264,0.014240263522505847,1.115452399192765,red
160,0.041632416627108676,-0.06644200084934787,0.6214014354257691,red
161,-0.07451485485657197,0.1075711386920924,1.032882951921131,red
162,0.06109928205646539,-0.029017416566963605,1.1596955790940062,red
163,0.17487027096184685,-0.02685689509226019,0.9714643686627839,red
164,0.159183355765478,-0.03319946890995057,0.5633832815759872,red
165,0.050749009355854385,0.07273896644825889,0.9988155830164486,red
166,-0.04104534846095012,-0.054711125082537004,1.1540675232248252,red
167,0.1795415096865882,0.0855341994372984,0.480682450953283,red
168,-0.022780302674580838,-0.03881296012138541,1.0299645194144165,red
169,0.0036102036238363777,-0.043714698571986677,1.049203537620274,red
170,0.026771568723043954,-0.09290414993892832,0.8361799711229843,red
171,-0.1250384391968059,0.044804469531730284,0.5792773252256529,red
